,Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population
950,160 US Highway 9,Livotis Old World Market,Monmouth,C+,0.0,114372.5103,556.0,4.6,45,44511003,1,0.0,229000,"5,000 - 9,999",11,79548.29091,621279.6364
951,234 S New Jersey Ave,Main Lake Market,Morris,C+,0.0,156291.7271,104.0,4.5,6,44511003,1,0.0,264333,"1,500 - 2,499",4,99047.49091000001,495913.1091
952,50 Park Pl # A,Maize Restaurant,Essex,B,0.0,455592.01200000005,226.0,3.9,74,72251117,1,0.0,59538,"10,000 - 19,999",17,67268.47273,799220.5636
953,29 S Broadway,Mama Marie's Italian Market,Gloucester,C+,0.0,83017.30907,92.0,4.6,7,44511003,1,0.0,159000,"1 - 1,499",7,54928.127270000005,292277.1455
954,74 S 27th St,Medina Supermarket,Camden,C+,0.0,122846.8484,3.0,3.7,69,44512001,1,0.0,221667,"1,500 - 2,499",29,54218.50909,505016.4182
955,1 Just Rd,Metal Supermarkets,Essex,C,0.0,70091.07877000001,50.0,4.6,23,44511003,1,0.0,243000,"1,500 - 2,499",7,67268.47273,799220.5636
956,773 Palisade Ave,Mini Mart,Bergen,C,0.0,54158.47157,9.0,3.8,30,44719005,1,0.0,1298000,"1 - 1,499",56,85629.45455,942512.0545
957,151 Terrace St,Mini Mart Food Store,Bergen,C+,0.0,108316.9431,80.0,4.4,3,44512001,1,0.0,252500,"1 - 1,499",17,85629.45455,942512.0545
958,200 N Clinton Ave,Monchy Deli Grocery,Mercer,C+,0.0,112471.5628,69.0,4.0,39,44511003,1,0.0,234667,"1,500 - 2,499",8,69383.27273,370297.8364
959,2773 US Highway 9,Monte Alban Latin America Groc,Monmouth,C,0.0,76248.34021000001,1.0,5.0,30,44511003,1,0.0,229000,"1 - 1,499",7,79548.29091,621279.6364
960,675 Batchelor St,Natural Foods General Store,Ocean,B+,0.0,322293.8471,36.0,4.5,79,44511007,1,0.0,258625,"1,500 - 2,499",8,52010.14545,600689.8727
961,86 Erie St,NCH Minimart,Hudson,C+,0.0,97177.64201,11.0,4.8,73,44511003,1,0.0,230500,"1,500 - 2,499",48,65296.05455,685991.5091
962,700 Tennent Rd,Netcost,Union,C,0.0,73712.72352999999,957.0,4.4,50,44511003,1,0.0,240500,"1,500 - 2,499",25,68219.0,562057.7636
963,735 Fairfield Ave,Nicola's Pasta Fresca,Union,C,0.0,73712.72352999999,3.0,5.0,15,44511003,1,0.0,240500,"1,500 - 2,499",31,68219.0,562057.7636
964,500 Woodbury Turnersville Rd,Nik Nak Food Market,Camden,B,0.0,122846.8484,14.0,3.6,39,44512001,1,0.0,221667,"1 - 1,499",19,54218.50909,505016.4182
965,504 Arnold Ave,Nobles Smoke Shop,Ocean,C+,0.0,80573.46178,22.0,3.9,39,45399106,1,0.0,189500,"1 - 1,499",8,52010.14545,600689.8727
966,145 Barclay Shopping Ctr,Norma's Eastern Mediterranean,Camden,B+,0.0,450438.4443,440.0,4.5,32,72251117,1,0.0,51727,"5,000 - 9,999",25,54218.50909,505016.4182
967,421 Central Ave # A,Oaxaca Food Market,Hudson,C,0.0,97177.64201,14.0,3.3,110,44511003,1,0.0,230500,"1,500 - 2,499",49,65296.05455,685991.5091
968,704 Main St,Pac A Sack,Burlington,B+,0.0,525206.4897,22.0,4.3,10,72251117,1,0.0,53545,"1,500 - 2,499",6,62081.527270000006,445855.6545
969,2947 New Brooklyn Erial Rd,Pantry 1 Food Mart,Camden,B,0.0,163795.7979,5.0,5.0,32,44512001,1,0.0,221500,"1,500 - 2,499",11,54218.50909,505016.4182
970,597 Park Ave,Park Avenue Meat & Produce Mkt,Monmouth,C+,0.0,114372.5103,1.0,5.0,86,44511003,1,0.0,229000,"1,500 - 2,499",10,79548.29091,621279.6364
971,462 S Main St,Paul-Mart,Warren,B,0.0,100279.1495,117.0,3.4,46,44511003,1,0.0,234333,"1 - 1,499",5,55860.872729999995,105169.1091
972,234 Parker Ave,People Choice Market,Passaic,C+,0.0,79662.6647,1.0,5.0,77,44511003,1,0.0,208000,"1,500 - 2,499",29,51091.4,506323.1818
973,324 Hoboken Ave,Phil-AM Trading,Hudson,C+,0.0,97177.64201,3.0,4.3,200,44511003,1,0.0,230500,"1,500 - 2,499",39,65296.05455,685991.5091
974,611 Cross Keys Rd # 554,Plaza Azteca Sicklerville,Camden,B+,0.0,1515111.131,852.0,4.2,32,72251117,1,0.0,51730,"20,000 - 39,999",11,54218.50909,505016.4182
975,52 Main Ave,Pur International Inc,Passaic,C,0.0,79662.6647,4.0,4.8,250,52232009,1,0.0,499000,"1 - 1,499",29,51091.4,506323.1818
976,147 Ocean Ave,Que Chula Es Puebla,Ocean,C+,0.0,241720.3853,3.0,3.7,84,72251117,1,0.0,52833,"1,500 - 2,499",10,52010.14545,600689.8727
977,2026 Bergenline Ave,Quick Stop Deli,Hudson,C,1.0,194355.28399999999,22.0,4.6,210,72251117,1,-0.529284165,54250,"1,500 - 2,499",55,65296.05455,685991.5091
978,284 Somerset St,Rey's Mini Market,Middlesex,C,0.0,81947.3414,10.0,4.5,93,44511003,1,0.0,229000,"1,500 - 2,499",20,61266.49091,835785.1818
979,52 Fadem Rd,SAS Graphic Supply Inc,Union,B+,0.0,442276.3412,11.0,4.4,45,45399805,1,0.0,126250,"10,000 - 19,999",22,68219.0,562057.7636
980,41 Middlesex Ave,Shalimar Halal Meat & Grocery,Middlesex,C+,0.0,122921.0121,121.0,3.3,37,44511003,1,0.0,229000,"1,500 - 2,499",21,61266.49091,835785.1818
981,7500 S Crescent Blvd # A,Shop N Bag,Camden,C+,0.0,81897.89896,34.0,3.7,30,44511003,0,0.0,221500,"1,500 - 2,499",28,54218.50909,505016.4182
982,109 Johnson Rd,Shop-N-Go,Gloucester,C+,0.0,83017.30907,1.0,3.0,39,44512001,1,0.0,159000,"1 - 1,499",19,54928.127270000005,292277.1455
983,703 Bridge Ave # 707,Shore Fresh Seafood Market,Ocean,C+,0.0,80573.46178,520.0,4.5,39,44511003,1,0.0,259000,"1,500 - 2,499",8,52010.14545,600689.8727
984,183 New Brunswick Ave,Sinae Fresh Market,Middlesex,C,0.0,81947.3414,42.0,4.6,98,44511003,1,0.0,229000,"1 - 1,499",12,61266.49091,835785.1818
985,915 County Road 517,Speedymart Food Stores,Warren,B,0.5,100279.1495,5.0,4.2,37,44512001,1,0.495327103,234333,"2,500 - 4,999",4,55860.872729999995,105169.1091
986,1024 Clinton Ave,Sticky's West Indian-Amer,Essex,C,0.0,35045.53939,269.0,4.5,220,72251117,1,0.0,60000,"1 - 1,499",26,67268.47273,799220.5636
987,276 Lafayette Pl,Stop-N-Go,Bergen,B,0.0,162475.4147,8.0,4.6,39,44512001,1,0.0,252667,"1,500 - 2,499",22,85629.45455,942512.0545
988,1549 US Highway 46,Subzi Mandi,Morris,B+,0.0,364680.6967,112.0,3.5,60,44511003,0,0.0,264286,"1,500 - 2,499",13,99047.49091000001,495913.1091
989,821 Clinton Ave,Sunny's Supermarket,Essex,A,0.0,245318.7757,1.0,5.0,95,54161401,1,0.0,123714,"2,500 - 4,999",20,67268.47273,799220.5636
990,1600 Main St,Sunrise Food Market,Monmouth,B+,0.0,190620.8505,9.0,4.0,35,44511003,1,0.0,229000,"1,500 - 2,499",12,79548.29091,621279.6364
991,163 Washington Valley Rd # 103,Sunrise Food Trading Inc,Somerset,U,0.0,99689.01995,2.0,5.0,14,44511003,1,0.0,229500,"1,500 - 2,499",7,104293.2182,333893.1455
992,253 Main St,Sunrise Oriental Products,Bergen,C+,0.0,108316.9431,26.0,3.8,79,44511003,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
993,30 Wilson Ave,Super Latin Store,Essex,C+,0.0,175227.6969,1.0,4.0,106,45231906,1,0.0,137600,"2,500 - 4,999",19,67268.47273,799220.5636
994,408 Haledon Ave,Super Supermarket,Passaic,C+,0.0,79662.6647,580.0,3.7,35,44511003,1,0.0,208000,"2,500 - 4,999",17,51091.4,506323.1818
995,25 S Broad St,Supremo Food Market,Union,C+,0.0,73712.72352999999,606.0,3.9,67,44511003,1,0.0,240500,"2,500 - 4,999",28,68219.0,562057.7636
996,390 Main St,Tropical Sun,Essex,B+,0.0,280364.3151,624.0,4.1,92,44511003,1,0.0,242625,"1,500 - 2,499",15,67268.47273,799220.5636
997,2410 Iorio Ct,Unipak Foods Inc,Union,U,0.0,73712.72352999999,4.0,4.5,71,44511003,1,0.0,240500,"1,500 - 2,499",29,68219.0,562057.7636
998,29 Emmons Dr # G30,Wegmans Food Markets Inc,Mercer,U,0.0,112471.5628,1708.0,4.6,35,44511003,1,0.0,234667,"2,500 - 4,999",7,69383.27273,370297.8364
999,64 Princeton Hightstown Rd,Woo-Ri Mart,Mercer,C,0.0,149962.0838,450.0,4.6,15,44529912,1,0.0,118500,"2,500 - 4,999",8,69383.27273,370297.8364
1000,2778 S Main Rd,Xpress Mart,Cumberland,C+,0.0,114712.2516,11.0,3.4,92,44512001,1,0.0,238667,"1,500 - 2,499",8,40115.8,151919.2
1001,192 Fries Mill Rd,Yogis Quick Shop,Gloucester,B,0.0,124525.9636,11.0,4.5,39,44512001,1,0.0,158667,"1 - 1,499",19,54928.127270000005,292277.1455
1002,400 Richey Ave,Zenas American Mediterranean,Camden,C+,0.0,163795.7979,138.0,3.8,29,72251117,1,0.0,51750,"1 - 1,499",26,54218.50909,505016.4182
1003,168 Market St,172 Market LLC,Bergen,C+,0.0,108316.9431,1.0,1.0,21,44511003,1,0.0,252500,"1,500 - 2,499",25,85629.45455,942512.0545
1004,393 Central Ave,24 7 EZ Check,Essex,C,0.0,70091.07877000001,39.0,4.3,92,44512001,1,0.0,243000,"1,500 - 2,499",15,67268.47273,799220.5636
1005,92 State Route 27,27 Farm Corp,Middlesex,C+,0.0,122921.0121,55.0,3.9,30,11199803,0,0.0,111667,"1 - 1,499",26,61266.49091,835785.1818
1006,4002 Ventnor Ave,AC Convenience Store,Atlantic,C+,0.0,74427.48599,4.0,4.0,159,44512001,1,0.0,264500,"1,500 - 2,499",3,48563.56364,266207.8
1007,3104 Pacific Ave,AC Deli & Foodmarket,Atlantic,C+,0.0,74427.48599,251.0,4.6,159,44511003,1,0.0,264500,"1,500 - 2,499",3,48563.56364,266207.8
1008,268 Park Ave # A,Addison Shop,Bergen,C+,0.0,54158.47157,6.0,3.5,18,44511003,1,0.0,253000,"1,500 - 2,499",28,85629.45455,942512.0545
1009,725 Hamilton St # 8,African Market,Somerset,C+,0.0,99689.01995,38.0,3.9,81,44511003,1,0.0,229500,"1 - 1,499",10,104293.2182,333893.1455
1010,901 N Main St,Aj's Food Market,Atlantic,C+,0.0,111641.229,1.0,5.0,59,51731206,0,0.0,926667,"1 - 1,499",7,48563.56364,266207.8
1011,251 Crooks Ave,Ak Market Store,Passaic,B+,0.0,1394096.632,23.0,3.8,65,44512001,1,0.0,207571,"10,000 - 19,999",24,51091.4,506323.1818
1012,100 Lindis Farne Ave,Albertson Village,Camden,B,0.0,81897.89896,14.0,4.3,17,53111002,1,0.0,188500,"2,500 - 4,999",21,54218.50909,505016.4182
1013,9712 3rd Ave,Alex's Market,Cape May,C+,5.0,205256.0815,22.0,5.0,8,44511003,1,4.9902200489999995,408167,"2,500 - 4,999",2,61476.94545,92193.6
1014,1615 Atlantic Ave,Ali Grocery,Atlantic,B+,0.0,186068.715,80.0,4.1,159,44511003,1,0.0,264600,"1,500 - 2,499",3,48563.56364,266207.8
1015,515 Brick Blvd,Angelo's Market,Ocean,C+,0.0,201433.6545,16.0,4.5,49,44511003,1,0.0,258600,"5,000 - 9,999",6,52010.14545,600689.8727
1016,79 S Main St,Asian Food Market,Monmouth,C+,0.0,228745.0206,517.0,4.2,14,44511003,1,0.0,229000,"2,500 - 4,999",5,79548.29091,621279.6364
1017,501 N Indiana Ave,Atlantic Boston Chicken,Atlantic,C+,0.0,74427.48599,7.0,3.1,159,44511003,1,0.0,264500,"1,500 - 2,499",3,48563.56364,266207.8
1018,5 W Maple Ave,Aunt Charlotte's Candies-Gifts,Camden,A,0.0,1228468.4840000002,338.0,4.8,30,44529202,1,0.0,80733,"5,000 - 9,999",28,54218.50909,505016.4182
1019,816 N Main St,Aunt Debbie's Health Food Str,Atlantic,C,0.0,37213.742999999995,53.0,4.8,59,44619102,1,0.0,105000,"1 - 1,499",7,48563.56364,266207.8
1020,3701 Ventnor Ave,AWAN Convenience Store,Atlantic,C+,0.0,74427.48599,6.0,4.0,159,44719005,1,0.0,886000,"1 - 1,499",3,48563.56364,266207.8
1021,515 Washington Ave,B E Princess Inc,Bergen,B+,0.0,1083169.4309999999,4.0,5.0,19,44511003,1,0.0,252350,"20,000 - 39,999",29,85629.45455,942512.0545
1022,5 W Maple Ave,Aunt Charlotte's Candies-Gifts,Camden,A,0.0,1228468.4840000002,338.0,4.8,30,44529202,1,0.0,80733,"5,000 - 9,999",28,54218.50909,505016.4182
1023,816 N Main St,Aunt Debbie's Health Food Str,Atlantic,C,0.0,37213.742999999995,53.0,4.8,59,44619102,1,0.0,105000,"1 - 1,499",7,48563.56364,266207.8
1024,417 12th St,Bagliani's Market,Atlantic,A,0.0,855916.0889,1168.0,4.8,42,44511003,1,0.0,264435,"5,000 - 9,999",2,48563.56364,266207.8
1025,447 Essex St,Bait Ul Laham Groceries Inc,Bergen,U,0.0,108316.9431,13.0,4.7,79,44511003,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
1026,1432 Atlantic Ave,Banzal Bazar Discount,Atlantic,C+,0.0,74427.48599,4.0,4.5,159,45221003,1,0.0,173000,"5,000 - 9,999",3,48563.56364,266207.8
1027,214 West Ave,Barefoot Market,Cape May,C+,0.0,68418.69385,62.0,4.6,19,44511003,1,0.0,408500,"1,500 - 2,499",4,61476.94545,92193.6
1028,45 S New York Rd,Bellino's Market,Atlantic,C,0.0,74427.48599,90.0,4.7,32,44511003,1,0.0,264500,"2,500 - 4,999",4,48563.56364,266207.8
1029,7416 Bergenline Ave # A,Bergenline News,Hudson,C+,0.0,97177.64201,1.0,5.0,99,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
1030,805 E Landis Ave,Best Food In Town Chinese,Cumberland,C+,0.0,114712.2516,183.0,4.1,92,72251117,1,0.0,47667,"1 - 1,499",8,40115.8,151919.2
1031,475 Mcbride Ave,Bienaventurado Deli Grocery,Passaic,C,0.0,79662.6647,17.0,4.5,180,44511003,1,0.0,208000,"1,500 - 2,499",20,51091.4,506323.1818
1032,67 N Main St,Bill Young's Svc Ctr,Morris,B,0.0,156291.7271,15.0,3.7,13,44719005,1,0.0,1259000,"1 - 1,499",8,99047.49091000001,495913.1091
1033,681 River Ave # 1e,Blue Ribbon,Ocean,C+,0.0,80573.46178,49.0,4.7,84,44512001,1,0.0,259000,"2,500 - 4,999",10,52010.14545,600689.8727
1034,400 Jefferson St,Blue Ribbon Grocery,Hudson,U,0.0,48588.82101,8.0,3.3,65,44511003,1,0.0,231000,"1,500 - 2,499",54,65296.05455,685991.5091
1035,24 Old Tpke,Bongo African Grocery,Atlantic,C+,0.0,74427.48599,24.0,4.0,59,44511003,1,0.0,264500,"1,500 - 2,499",7,48563.56364,266207.8
1036,412 Springfield Ave,Bonji Bowl,Union,C,0.0,221138.1706,13.0,4.5,15,44529932,1,0.0,78833,"1,500 - 2,499",17,68219.0,562057.7636
1037,316 Main St,Boonton Smoke & Deli,Morris,B,0.0,156291.7271,5.0,3.2,13,44512001,1,0.0,264333,"1 - 1,499",5,99047.49091000001,495913.1091
1038,1340 Asbury Ave,Boyar's Market,Cape May,B+,0.0,342093.4692,170.0,4.4,19,44511003,1,0.0,408200,"2,500 - 4,999",4,61476.94545,92193.6
1039,408 Washington St,Cape May Fish Market,Cape May,C+,0.0,68418.69385,523.0,4.2,21,44511003,1,0.0,408500,"1,500 - 2,499",5,61476.94545,92193.6
1040,401 52nd St # A,Carniceria Latina,Hudson,C+,0.0,97177.64201,393.0,4.6,149,44511003,1,0.0,230500,"1,500 - 2,499",59,65296.05455,685991.5091
1041,101 N Pennsylvania Ave,Cedar Food Dollar Plus,Atlantic,C,0.0,37213.742999999995,36.0,3.9,159,44511003,1,0.0,265000,"1 - 1,499",3,48563.56364,266207.8
1042,1125 Arctic Ave # A,Cedar Food Market,Atlantic,B,0.0,148854.97199999998,11.0,4.0,159,44511003,1,0.0,264500,"1,500 - 2,499",3,48563.56364,266207.8
1043,401 N Tennessee Ave,Cedar Food Market,Atlantic,C,0.0,37213.742999999995,18.0,3.3,159,44511003,1,0.0,265000,"1 - 1,499",3,48563.56364,266207.8
1044,500 S Main St,Cedar Food Market,Atlantic,C,0.0,74427.48599,14.0,4.2,59,44511003,1,0.0,264500,"1,500 - 2,499",7,48563.56364,266207.8
1045,1741 Baltic Ave,Cedar Food Market Iv,Atlantic,B+,0.0,186068.715,113.0,4.1,159,44511003,1,0.0,264600,"1,500 - 2,499",3,48563.56364,266207.8
1046,1700 Baltic Ave,Cedar General Store,Atlantic,C+,0.0,74427.48599,24.0,4.1,159,44511003,1,0.0,264500,"1,500 - 2,499",3,48563.56364,266207.8
1047,918 S Main St,Cedar Market,Atlantic,B,0.0,148854.97199999998,11.0,4.1,59,44512001,1,0.0,264500,"1 - 1,499",7,48563.56364,266207.8
1048,646 Cedar Ln,Cedar Markets,Bergen,C+,0.0,108316.9431,210.0,4.5,33,44511003,1,0.0,252500,"1,500 - 2,499",23,85629.45455,942512.0545
1049,1305 Baltic Ave,Chikeeza LLC,Atlantic,C,0.0,74427.48599,17.0,3.8,159,44511003,1,0.0,264500,"1,500 - 2,499",3,48563.56364,266207.8
1050,2608 Pacific Ave,City Grocery,Atlantic,C+,0.0,111641.229,5.0,4.8,159,44511003,1,0.0,264667,"1 - 1,499",3,48563.56364,266207.8
1051,525 Irvington Ave # 1,City Supermarket 2,Essex,C+,0.0,70091.07877000001,908.0,4.0,90,44511003,1,0.0,243000,"2,500 - 4,999",22,67268.47273,799220.5636
1052,125 Main St,Country Farm,Monmouth,B,0.0,152496.6804,5.0,5.0,10,44512001,1,0.0,229000,"1 - 1,499",8,79548.29091,621279.6364
1053,10 E Kings Hwy,Country Farm Convenience,Camden,C,0.0,40948.94948,6.0,3.8,12,44512001,1,0.0,222000,"1 - 1,499",27,54218.50909,505016.4182
1054,261 W White Horse Pike,Country Farm Food Store,Atlantic,C+,0.0,74427.48599,4.0,4.0,32,44512001,1,0.0,264500,"1,500 - 2,499",4,48563.56364,266207.8
1055,5312 Route 49,Cumberland Country Store Inc,Cumberland,C+,0.0,76474.83442999999,2.0,5.0,35,44719005,1,0.0,570500,"1 - 1,499",4,40115.8,151919.2
1056,35 Spring St,D'Angelo Italian Market,Mercer,C+,0.0,187452.6047,364.0,4.5,11,44511003,1,0.0,234600,"1,500 - 2,499",7,69383.27273,370297.8364
1057,396 US Highway 206,Dale's Market,Sussex,B+,0.0,761346.4091,332.0,4.4,9,72251117,1,0.0,49609,"2,500 - 4,999",0,61649.29091,139335.0
1058,733 Route 70 E # 308,Delval Food Ingredients Inc,Burlington,B,0.0,334222.3116,8.0,5.0,44,44511003,1,0.0,236286,"5,000 - 9,999",13,62081.527270000006,445855.6545
1059,241 Harrison Ave,Ding Food Market,Hudson,U,0.0,97177.64201,79.0,4.8,30,44511003,1,0.0,230500,"1 - 1,499",16,65296.05455,685991.5091
1060,241 Harrison Ave,Ding Food Market,Hudson,U,0.0,97177.64201,79.0,4.8,30,44511003,1,0.0,230500,"1 - 1,499",16,65296.05455,685991.5091
1061,501 Zion Rd,Eagle Mart News & Tobacco,Atlantic,C,0.0,74427.48599,25.0,4.2,40,45399102,1,0.0,250500,"5,000 - 9,999",9,48563.56364,266207.8
1062,45 Jackson Dr,East Coast Foods,Union,A,0.0,737127.2353,1.0,5.0,22,44511003,1,0.0,240050,"20,000 - 39,999",27,68219.0,562057.7636
1063,300 E State St,East State Deli,Mercer,B,0.0,112471.5628,2.0,4.0,18,44511003,1,0.0,234667,"1 - 1,499",6,69383.27273,370297.8364
1064,67 Belleville Ave,East West Asian Market,Essex,C,0.0,70091.07877000001,209.0,3.9,78,44511003,1,0.0,243000,"1,500 - 2,499",25,67268.47273,799220.5636
1065,359 Totowa Ave,El Nuevo Bodegon,Passaic,C+,0.0,79662.6647,46.0,4.5,42,44511003,1,0.0,208000,"1 - 1,499",17,51091.4,506323.1818
1066,1247 Teaneck Rd,Eleven Food Stores,Bergen,C+,0.0,108316.9431,17.0,3.1,33,44511003,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
1067,36 Anderson Ave,Fairview Liquors,Bergen,C+,0.0,108316.9431,8.0,4.8,34,44512001,1,0.0,252500,"1 - 1,499",55,85629.45455,942512.0545
1068,1210 Yorkship Sq,Fernanito Super Market,Camden,C+,-0.333333333,81897.89896,7.0,3.7,59,44511003,1,-0.333834586,221500,"1 - 1,499",29,54218.50909,505016.4182
1069,105 Ferry Ave,Ferry Supermarket,Camden,C+,0.0,81897.89896,104.0,4.2,29,44512001,1,0.0,221500,"1,500 - 2,499",26,54218.50909,505016.4182
1070,5500 Bergenline Ave,Fiesta Supermarket,Hudson,B+,0.0,485888.2101,325.0,4.1,149,44511003,1,0.0,230400,"5,000 - 9,999",59,65296.05455,685991.5091
1071,2303 Bergenline Ave,Five Family Grocery,Hudson,B,0.0,242944.105,1.0,3.0,210,44511003,0,0.0,230400,"1,500 - 2,499",55,65296.05455,685991.5091
1072,5500 Bergenline Ave,Fiesta Supermarket,Hudson,B+,0.0,485888.2101,325.0,4.1,149,44511003,1,0.0,230400,"5,000 - 9,999",59,65296.05455,685991.5091
1073,684 Bergen Blvd # 4,Food Center,Bergen,C+,0.0,108316.9431,3.0,4.7,19,44511003,0,0.0,252500,"2,500 - 4,999",48,85629.45455,942512.0545
1074,220 N Main St,Food Market Cedar,Atlantic,B,0.0,111641.229,85.0,4.1,59,44511003,1,0.0,264667,"1 - 1,499",7,48563.56364,266207.8
1075,24-28 Fair Lawn Ave,Food Showcase,Bergen,B,0.0,216633.8863,82.0,4.4,23,44511003,1,0.0,252500,"1 - 1,499",20,85629.45455,942512.0545
1076,31 Vreeland Ave,Food Specialties Trading,Passaic,C+,0.0,79662.6647,8.0,4.5,12,44511003,1,0.0,208000,"1,500 - 2,499",18,51091.4,506323.1818
1077,1346 Highway 77,Franco's Market,Cumberland,B+,0.0,229424.5033,35.0,4.6,71,44511003,1,0.0,238667,"1,500 - 2,499",2,40115.8,151919.2
1078,3300 River Rd,Frank's,Camden,B,0.0,163795.7979,76.0,4.2,69,44511003,1,0.0,221500,"1 - 1,499",29,54218.50909,505016.4182
1079,1346 Highway 77,Franco's Market,Cumberland,B+,0.0,229424.5033,35.0,4.6,71,44511003,1,0.0,238667,"1,500 - 2,499",2,40115.8,151919.2
1080,289 Bergen Blvd,Freshway Supermarket 1946,Bergen,A,0.0,1083169.4309999999,326.0,3.8,34,44511003,1,0.0,252350,"10,000 - 19,999",55,85629.45455,942512.0545
1081,165 Werimus Rd,Fusco's Market,Bergen,C+,0.0,54158.47157,14.0,5.0,4,44511003,1,0.0,253000,"1,500 - 2,499",13,85629.45455,942512.0545
1082,911 Charles Dr,Garcia's Deli & Grocery,Ocean,U,0.0,120860.1927,13.0,5.0,79,72251117,1,0.0,53000,"1 - 1,499",8,52010.14545,600689.8727
1083,244 W Passaic St # 244,Glass Gardens Inc,Bergen,C+,0.0,108316.9431,6.0,3.2,13,44511003,1,0.0,252500,"1,500 - 2,499",24,85629.45455,942512.0545
1084,3912 Ventnor Ave,Goodies & Groceries,Atlantic,C,0.0,74427.48599,12.0,4.9,159,44511003,1,0.0,264500,"1,500 - 2,499",3,48563.56364,266207.8
1085,2119 Whitesville Rd # 10,Green Valley Gyro Grill,Ocean,C+,0.5,120860.1927,160.0,4.4,32,44511003,1,0.49806949799999994,258667,"2,500 - 4,999",8,52010.14545,600689.8727
1086,55 Main St # 1,Healthy Italia,Morris,C+,0.0,156291.7271,24.0,4.9,7,44511003,1,0.0,264333,"1,500 - 2,499",14,99047.49091000001,495913.1091
1087,740 Grand St,Herbal Tea House,Hudson,C,0.0,48588.82101,149.0,4.7,118,44511007,1,0.0,231000,"1 - 1,499",32,65296.05455,685991.5091
1088,600 Fischer Blvd,Hometown Food Mart,Ocean,C,0.0,40286.73089,92.0,5.0,79,44512001,1,0.0,259000,"1,500 - 2,499",8,52010.14545,600689.8727
1089,1 Hamburg Tpke,Huber's Automotive,Morris,C+,0.0,104194.4848,13.0,4.9,9,44719005,1,0.0,1259000,"1 - 1,499",6,99047.49091000001,495913.1091
