,Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population
316,130 Broad St # 1,Bargain Man,Union,B+,0.0,663414.5118,13.0,3.4,122,45231906,1,0.0,186944,"5,000 - 9,999",25,68219.0,562057.7636
317,3703 Pacific Ave,Bautista Grocery,Cape May,C,0.0,34209.346919999996,14.0,3.1,40,44511003,1,0.0,409000,"1 - 1,499",7,61476.94545,92193.6
318,210 Anderson Ave,Checo Supermarket,Bergen,C+,0.0,108316.9431,30.0,4.4,34,44511003,1,0.0,252500,"1,500 - 2,499",55,85629.45455,942512.0545
319,509 Martin Luther King Jr Dr,Clarissas Supermarket Inc,Hudson,B,0.0,145766.46300000002,7.0,5.0,118,44511003,1,0.0,230667,"1 - 1,499",32,65296.05455,685991.5091
320,1255 Raritan Rd,Clark Commons LLC,Union,C+,0.0,147425.4471,1909.0,4.5,18,72241001,1,0.0,70750,"1,500 - 2,499",23,68219.0,562057.7636
321,284 N Clinton St,Clearview Windows,Essex,B,0.0,210273.2363,20.0,4.2,72,44511003,1,0.0,242667,"2,500 - 4,999",18,67268.47273,799220.5636
322,1200 Summit Ave # 1,Corner News,Hudson,C,0.0,48588.82101,5.0,5.0,210,44511003,1,0.0,231000,"1,500 - 2,499",55,65296.05455,685991.5091
323,500 Washington Ave # 1,Country Farms,Ocean,C,0.0,40286.73089,5.0,4.2,39,44512001,1,0.0,259000,"1,500 - 2,499",8,52010.14545,600689.8727
324,334 Bloomfield Ave,Deli Multiservice,Essex,C,0.0,35045.53939,5.0,4.2,78,44511003,1,0.0,243000,"1 - 1,499",25,67268.47273,799220.5636
325,155 University Ave # 2,E Z Market,Essex,B,0.0,210273.2363,22.0,3.6,74,44512001,1,0.0,242667,"2,500 - 4,999",17,67268.47273,799220.5636
326,4 Tennent Ave,Englishtown Liquors-Convience,Monmouth,B+,0.0,152496.6804,67.0,4.4,45,44531001,1,0.0,289250,"1 - 1,499",11,79548.29091,621279.6364
327,959 Liberty St,Family Supermarket,Mercer,C+,0.0,74981.04187999999,122.0,4.4,78,44511003,1,0.0,234500,"1,500 - 2,499",8,69383.27273,370297.8364
328,103 Westwood Ave,Five Corners,Bergen,C,0.0,54158.47157,19.0,3.7,24,44512001,1,0.0,253000,"1,500 - 2,499",15,85629.45455,942512.0545
329,24 County Rd 639,Food Barn,Sussex,B+,0.0,297918.1601,55.0,4.5,15,44511003,1,0.0,248333,"1,500 - 2,499",1,61649.29091,139335.0
330,219 Riva Ave,Food Mart,Middlesex,B,0.0,122921.0121,1.0,5.0,13,44512001,1,0.0,229000,"1,500 - 2,499",13,61266.49091,835785.1818
331,1538 Liberty Ave,Foodzon Corp,Union,C,0.0,73712.72352999999,20.0,4.3,39,44523003,1,0.0,163500,"1,500 - 2,499",27,68219.0,562057.7636
332,1353 Stelton Rd,Four Seasons Thai Cuisine,Middlesex,B+,0.0,204868.3535,532.0,4.2,41,44511003,1,0.0,229000,"2,500 - 4,999",17,61266.49091,835785.1818
333,295 Mount Pleasant Ave,Freddy's Corner,Passaic,C+,0.0,39831.33235,16.0,3.3,48,44531004,1,0.0,338000,"1 - 1,499",19,51091.4,506323.1818
334,1353 Stelton Rd,Four Seasons Thai Cuisine,Middlesex,B+,0.0,204868.3535,532.0,4.2,41,44511003,1,0.0,229000,"2,500 - 4,999",17,61266.49091,835785.1818
335,2117 Grier Ave,Grier Ave Supermarket,Union,C,0.0,73712.72352999999,8.0,4.1,94,44511003,1,0.0,240500,"1,500 - 2,499",28,68219.0,562057.7636
336,532 Washington St # A,Hoboken Mini Mart,Hudson,C+,0.0,97177.64201,1.0,5.0,65,44512001,1,0.0,230500,"1,500 - 2,499",54,65296.05455,685991.5091
337,6825 Tilton Rd # 3,Hummus Taza Mediterranean Mkt,Atlantic,C,0.0,74427.48599,14.0,3.9,40,44512001,1,0.0,264500,"2,500 - 4,999",9,48563.56364,266207.8
338,6825 Tilton Rd # 3,Hummus Taza Mediterranean Mkt,Atlantic,C,0.0,74427.48599,14.0,3.9,40,44512001,1,0.0,264500,"2,500 - 4,999",9,48563.56364,266207.8
339,128 Drs James Parker Blvd,Isacc Grocery Store LLC,Monmouth,C,0.0,114372.5103,15.0,3.9,47,44511003,1,0.0,229000,"1,500 - 2,499",12,79548.29091,621279.6364
340,293 Park Ave,Judy Supermarket,Essex,C+,0.0,70091.07877000001,19.0,4.5,72,44511003,1,0.0,243000,"1 - 1,499",18,67268.47273,799220.5636
341,106 Shrewsbury Ave,Juquila,Monmouth,C,0.0,38124.1701,10.0,4.0,47,44511003,1,0.0,229000,"1,500 - 2,499",12,79548.29091,621279.6364
342,4228 US Highway 9,Kapamilya Philippine Cuisine,Monmouth,C,0.0,76248.34021000001,20.0,4.7,30,72251117,1,0.0,57000,"1 - 1,499",7,79548.29091,621279.6364
343,351 21st Ave,Kings 99 Cents Officekings 99,Passaic,B,0.0,159325.3294,21.0,4.5,180,45221003,1,0.0,226750,"2,500 - 4,999",20,51091.4,506323.1818
344,14 Burnham Pkwy,Korner Store Inc,Morris,C,0.0,104194.4848,6.0,5.0,45,44512001,1,0.0,264500,"1,500 - 2,499",11,99047.49091000001,495913.1091
345,520 E Landis Ave,LA Plaza,Cumberland,C,0.0,38237.41721,1.0,5.0,92,44511003,1,0.0,239000,"1 - 1,499",8,40115.8,151919.2
346,1077 State Route 34 # 34,Livotis Old World Market,Monmouth,C+,0.0,114372.5103,267.0,4.5,46,44529911,1,0.0,122667,"5,000 - 9,999",12,79548.29091,621279.6364
347,566 Bergen St,Los Tiburones Supermarket,Essex,B+,0.0,245318.7757,56.0,3.8,95,44511003,1,0.0,242714,"1,500 - 2,499",20,67268.47273,799220.5636
348,621 Beverly Rancocas Rd # 1e,Maliks Mini Mart,Burlington,B,0.0,143238.1335,15.0,4.4,30,44512001,1,0.0,236333,"1,500 - 2,499",12,62081.527270000006,445855.6545
349,80 Haledon Ave # 1,Margarita Grocery,Passaic,C,0.0,39831.33235,28.0,4.2,59,44511003,1,0.0,208000,"1,500 - 2,499",18,51091.4,506323.1818
350,241 Masonville Rd,Masonville News & Food Store,Burlington,C,0.0,47746.04451,1.0,5.0,41,44512001,1,0.0,237000,"1,500 - 2,499",15,62081.527270000006,445855.6545
351,8 E Fort Lee Rd,Megha Liquor & Grocery Inc,Bergen,C,0.0,54158.47157,6.0,4.5,6,44512001,1,0.0,253000,"1 - 1,499",27,85629.45455,942512.0545
352,264 1st St,Miss T's Two,Bergen,C,0.0,54158.47157,3.0,3.7,79,44512001,1,0.0,253000,"1,500 - 2,499",23,85629.45455,942512.0545
353,332 Smith St,Mo Bay Jamaican Restaurant,Middlesex,C+,0.0,81947.3414,58.0,3.9,98,72251117,1,0.0,60000,"1 - 1,499",12,61266.49091,835785.1818
354,497 Broadway,Moca Liquor II,Passaic,B+,0.0,199156.6618,8.0,3.6,59,44511003,1,0.0,207600,"2,500 - 4,999",21,51091.4,506323.1818
355,600 Mule Rd,News Plus,Ocean,C+,0.0,80573.46178,1.0,5.0,10,44512001,1,0.0,259000,"2,500 - 4,999",6,52010.14545,600689.8727
356,404 S Warwick Rd,Old Nelson Food Co,Camden,B,0.0,245693.6969,45.0,4.2,14,44512001,1,0.0,221500,"1,500 - 2,499",21,54218.50909,505016.4182
357,1400 Black Horse Pike,Pantry 1 Food Mart,Atlantic,B,0.0,186068.715,8.0,4.9,42,44512001,1,0.0,264600,"2,500 - 4,999",2,48563.56364,266207.8
358,1721 Park Ave,Quick Food Stores,Middlesex,C+,0.0,40973.6707,1.0,1.0,49,44512001,0,0.0,229000,"1 - 1,499",24,61266.49091,835785.1818
359,250 Glenwood Ave # 3,Quick Mart,Essex,C+,0.0,70091.07877000001,2.0,4.5,78,44512001,1,0.0,243000,"2,500 - 4,999",25,67268.47273,799220.5636
360,404 S Broad St,Rumba Supermarket,Union,C+,0.0,147425.4471,23.0,4.4,67,72251117,1,0.0,59500,"1 - 1,499",28,68219.0,562057.7636
361,269 Grove St,Salem Grocery Inc,Hudson,C+,0.0,97177.64201,16.0,4.4,73,44511003,1,0.0,230500,"1,500 - 2,499",48,65296.05455,685991.5091
362,453 Central Ave # A,Salerno Saluneria Grocer,Hudson,C+,0.0,48588.82101,27.0,4.7,110,44511003,1,0.0,231000,"1 - 1,499",49,65296.05455,685991.5091
363,79 Whitehead Ave # B,Santos Meat Market,Middlesex,C+,0.0,81947.3414,1.0,5.0,22,44511003,1,0.0,229000,"1,500 - 2,499",12,61266.49091,835785.1818
364,222 W Merchant St,Speedy Mart,Camden,B,0.0,122846.8484,11.0,4.6,7,44512001,1,0.0,221667,"1,500 - 2,499",27,54218.50909,505016.4182
365,1830 Easton Ave,Speedy Mart,Somerset,C+,0.0,99689.01995,11.0,1.8,81,44512001,1,0.0,229500,"2,500 - 4,999",10,104293.2182,333893.1455
366,613 Ridge Rd # 103,Stop Buy Food Stores,Middlesex,C+,0.0,81947.3414,9.0,4.0,21,44512001,1,0.0,229000,"1,500 - 2,499",8,61266.49091,835785.1818
367,1518 Oak Tree Rd # B,Subzi-Mandi,Middlesex,B+,0.0,573631.3898,1253.0,4.1,37,44511003,1,0.0,228929,"5,000 - 9,999",21,61266.49091,835785.1818
368,190 W Passaic St,Super Shop Food,Bergen,C+,0.0,108316.9431,13.0,4.4,13,44511003,1,0.0,252500,"1 - 1,499",24,85629.45455,942512.0545
369,181 Spring St,Tamer Grocery LLC,Union,C+,0.0,73712.72352999999,3.0,5.0,122,44511003,1,0.0,240500,"1,500 - 2,499",25,68219.0,562057.7636
370,725 Cedar Ln,Teaneck Quick Shop,Bergen,C+,0.0,162475.4147,61.0,3.9,33,44512001,1,0.0,252667,"1 - 1,499",23,85629.45455,942512.0545
371,15 Highwood Ave,Tenafly Gourmet Farms Inc,Bergen,B+,0.0,812377.0736,161.0,4.3,10,11199803,1,0.0,118200,"1,500 - 2,499",19,85629.45455,942512.0545
372,305 Park Ave,Tony's Mini Market,Passaic,B,0.0,119493.9971,6.0,4.7,21,44512001,1,0.0,207667,"1 - 1,499",23,51091.4,506323.1818
373,135 S Main St,Towne Market,Warren,B,0.0,133705.5326,48.0,4.1,46,44511003,1,0.0,234250,"1,500 - 2,499",5,55860.872729999995,105169.1091
374,1 Schuyler Dr,Welsh Farms,Middlesex,C+,0.0,81947.3414,7.0,3.3,82,44512001,1,0.0,229000,"1 - 1,499",22,61266.49091,835785.1818
375,92 Flock Rd,Welsh Farms Food Store,Mercer,C+,0.0,74981.04187999999,5.0,4.2,30,44512001,1,0.0,234500,"1,500 - 2,499",13,69383.27273,370297.8364
376,715 River Rd,Welsh Farms Food Stores,Bergen,C+,0.0,108316.9431,3.0,3.0,10,44512001,1,0.0,252500,"1 - 1,499",20,85629.45455,942512.0545
377,1214 Anderson Ave,Fairway Market,Bergen,C+,0.0,108316.9431,597.0,4.5,44,44511003,1,0.0,252500,"1,500 - 2,499",40,85629.45455,942512.0545
378,1214 Anderson Ave,Fairway Market,Bergen,C+,0.0,108316.9431,597.0,4.5,44,44511003,1,0.0,252500,"1,500 - 2,499",40,85629.45455,942512.0545
379,321 State Route 15 N,786 Food Store,Morris,C+,0.0,156291.7271,4.0,4.3,13,44511003,1,0.0,264333,"2,500 - 4,999",8,99047.49091000001,495913.1091
380,1659 Route 88,88 West Deli & Grocery,Ocean,B+,0.0,282007.1162,13.0,3.3,30,44512001,1,0.0,258571,"5,000 - 9,999",9,52010.14545,600689.8727
381,600 Main St # C,911 Quick Stop,Essex,C+,0.0,105136.6182,7.0,4.0,92,44511003,1,0.0,242667,"1,500 - 2,499",15,67268.47273,799220.5636
382,1350 Galloping Hill Rd # A,A Seabra Foods,Union,C+,0.0,73712.72352999999,311.0,4.2,71,44511003,1,0.0,240500,"2,500 - 4,999",29,68219.0,562057.7636
383,237 2nd St,Acoreana Grocery Store,Union,B,0.0,110569.0853,63.0,4.3,80,44511003,1,0.0,240333,"1,500 - 2,499",24,68219.0,562057.7636
384,15 N Harrison St,Aldo Food Market,Essex,C+,0.0,105136.6182,844.0,4.5,72,44512001,1,0.0,242667,"1,500 - 2,499",18,67268.47273,799220.5636
385,441 Mount Prospect Ave,Alexandra Food Ctr,Essex,B,0.0,175227.6969,36.0,4.2,158,44511003,1,0.0,242800,"2,500 - 4,999",17,67268.47273,799220.5636
386,2600 Central Ave,Alexis Mini Market,Hudson,C+,0.0,97177.64201,35.0,4.4,210,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
387,542 Orange St,Aliyah International Market,Essex,C,0.0,35045.53939,1.0,5.0,108,44511003,1,0.0,243000,"1 - 1,499",17,67268.47273,799220.5636
388,1651 Main Ave,Alsalm Market LLC,Passaic,C+,0.0,79662.6647,18.0,4.9,77,44511003,1,0.0,208000,"1,500 - 2,499",29,51091.4,506323.1818
389,200 Sherman St,Amboy Deli Grocery,Middlesex,B,0.0,122921.0121,14.0,3.9,98,44511003,1,0.0,229000,"1 - 1,499",12,61266.49091,835785.1818
390,101 N Broadway,Amboy Food Liquor & News,Middlesex,B+,0.0,245842.0242,305.0,4.6,25,44511003,1,0.0,229000,"2,500 - 4,999",9,61266.49091,835785.1818
391,3511 John F Kennedy Blvd,Angel Mini Food Mart,Hudson,C+,0.0,97177.64201,14.0,4.3,110,44512001,1,0.0,230500,"1,500 - 2,499",49,65296.05455,685991.5091
392,917 Grand Ave,Anj Deli & Mini Market,Hudson,C+,0.0,97177.64201,8.0,3.6,99,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
393,136 Oakland Ave,Anna's Market,Bergen,U,0.0,108316.9431,97.0,3.9,11,44511003,1,0.0,252500,"1 - 1,499",13,85629.45455,942512.0545
394,561 Cedar Ln,Annapurna Indian Grocery,Bergen,C,0.0,54158.47157,194.0,3.6,33,44511003,1,0.0,253000,"1 - 1,499",23,85629.45455,942512.0545
395,485 Georges Rd,Apna Bazar,Middlesex,B+,0.0,409736.70700000005,179.0,3.3,12,44512001,1,0.0,229000,"10,000 - 19,999",8,61266.49091,835785.1818
396,4 W Camden St,Asafo African Market,Bergen,C,0.0,54158.47157,34.0,3.9,79,44511003,1,0.0,253000,"1 - 1,499",23,85629.45455,942512.0545
397,23 Veterans Plz,Asian American Food Mart,Bergen,C+,0.0,108316.9431,24.0,4.7,27,44512001,1,0.0,252500,"1,500 - 2,499",20,85629.45455,942512.0545
398,701 State Rt 440,Asian Food Market,Hudson,C+,0.0,97177.64201,707.0,4.2,118,44511003,1,0.0,230500,"5,000 - 9,999",32,65296.05455,685991.5091
399,10 Myrtle Ave,Aster Market Commercial,Passaic,C+,0.0,79662.6647,1.0,1.0,56,44511003,1,0.0,208000,"1,500 - 2,499",12,51091.4,506323.1818
400,669 Jackson Rd,Atco Food Co,Camden,C,0.0,163795.7979,74.0,4.1,9,44511003,1,0.0,221500,"1 - 1,499",3,54218.50909,505016.4182
401,722 Van Houten Ave,Athenia Food Mart,Passaic,B,0.0,119493.9971,3.0,3.7,12,44512001,1,0.0,207667,"1,500 - 2,499",27,51091.4,506323.1818
402,172 Perryville Rd,Bagelsmith,Hunterdon,B+,0.0,770200.2732,294.0,4.4,5,44512001,0,0.0,224647,"5,000 - 9,999",2,89151.38182000001,123816.5273
403,526 W Broad St,Benne's Tire & Auto Ctr,Gloucester,B,0.0,166034.6181,24.0,4.6,17,44719005,1,0.0,988000,"1 - 1,499",7,54928.127270000005,292277.1455
404,8107 Bergenline Ave,Bergenline Supermarket Inc,Hudson,B+,0.0,291532.92600000004,289.0,4.2,99,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
405,392 US Highway 22,Bhavani Cash & Carry,Somerset,C,0.0,149533.5299,484.0,4.2,21,52232003,1,0.0,593000,"1,500 - 2,499",17,104293.2182,333893.1455
406,1025 W Saint Georges Ave,Biedronka,Union,C+,0.0,73712.72352999999,118.0,4.5,94,44511003,1,0.0,240500,"2,500 - 4,999",28,68219.0,562057.7636
407,1379 16th St,Bk Fort Lee,Bergen,B+,0.0,324950.8294,445.0,3.9,44,44511003,1,0.0,252500,"10,000 - 19,999",40,85629.45455,942512.0545
408,192 E 16th St,Bombolom Liquors Inc,Passaic,B,0.0,79662.6647,39.0,4.2,52,44531004,1,0.0,338000,"1 - 1,499",19,51091.4,506323.1818
409,9 S Tennessee Ave,Bongo African Grocery,Atlantic,C+,0.0,74427.48599,27.0,4.3,159,44511003,1,0.0,264500,"1 - 1,499",3,48563.56364,266207.8
410,520 Bergen Blvd,Boulevard Food Store,Bergen,C+,0.0,108316.9431,7.0,4.7,28,44511003,1,0.0,252500,"1,500 - 2,499",40,85629.45455,942512.0545
411,219 Browning Ln,Brooklawn Food Market,Camden,C+,0.0,81897.89896,45.0,4.4,15,44512001,1,0.0,221500,"1 - 1,499",27,54218.50909,505016.4182
412,361 Market St,Brother's Supermarket,Middlesex,C+,0.0,81947.3414,9.0,4.1,98,44511003,1,0.0,229000,"1,500 - 2,499",12,61266.49091,835785.1818
413,425 Orange St # 1,Brothers Grocery,Essex,C+,0.0,70091.07877000001,6.0,3.7,108,44511003,1,0.0,243000,"1,500 - 2,499",17,67268.47273,799220.5636
414,1301 Browning St,Browning Street Store,Camden,C+,0.0,81897.89896,2.0,4.0,59,44511003,1,0.0,221500,"1 - 1,499",29,54218.50909,505016.4182
415,491 S Livingston Ave,Bubushka's Deli,Essex,B,0.0,140182.1575,71.0,4.4,24,44511003,1,0.0,242750,"1 - 1,499",12,67268.47273,799220.5636
416,86 Mill St,Busy Bee Foods,Sussex,B+,0.0,165510.0889,6.0,4.5,28,44512001,1,0.0,248400,"2,500 - 4,999",3,61649.29091,139335.0
417,210 Main Ave,C P's,Passaic,B,0.0,159325.3294,7.0,3.4,11,44512001,1,0.0,207750,"1 - 1,499",27,51091.4,506323.1818
418,1287 Martin Luther King Jr Blv,Caprince Variety Market,Mercer,C+,0.0,74981.04187999999,6.0,5.0,43,45231912,1,0.0,176000,"1 - 1,499",6,69383.27273,370297.8364
419,486 Union Ave # A,Carmillo Mini Market,Passaic,C+,0.0,79662.6647,3.0,5.0,59,44512001,1,0.0,208000,"1,500 - 2,499",18,51091.4,506323.1818
420,317 Cedarbridge Ave,Cedar Bridge Mini Mart,Ocean,C+,0.0,80573.46178,3.0,3.7,84,44512001,1,0.0,259000,"1 - 1,499",10,52010.14545,600689.8727
421,301 Center Ave # 5,Center Convenience Food,Bergen,B,0.0,162475.4147,4.0,3.0,24,44512001,1,0.0,252667,"1,500 - 2,499",15,85629.45455,942512.0545
422,324 Central Ave,Central Avenue Convienence,Hudson,C+,0.0,145766.46300000002,9.0,2.4,110,44512001,1,0.0,230667,"1 - 1,499",49,65296.05455,685991.5091
423,454 Royden St,Central Food Market-Camden,Camden,C+,0.0,81897.89896,10.0,4.3,45,44511003,1,0.0,221500,"1 - 1,499",31,54218.50909,505016.4182
424,424 Avon Ave,Cheap Food Market,Essex,C+,0.0,70091.07877000001,26.0,4.0,95,44511003,1,0.0,243000,"1,500 - 2,499",20,67268.47273,799220.5636
425,735 Harrison Ave,Chen's Harrison Supermarket,Hudson,C,0.0,97177.64201,169.0,4.3,30,44511003,1,0.0,230500,"1,500 - 2,499",16,65296.05455,685991.5091
426,182 State Route 35,Choice Food Store,Middlesex,C+,0.0,81947.3414,9.0,4.7,31,44511003,1,0.0,229000,"1,500 - 2,499",11,61266.49091,835785.1818
427,128 Chestnut St,Cholula Deli & Grocery,Union,C+,0.0,73712.72352999999,165.0,3.9,22,44512001,1,0.0,240500,"1,500 - 2,499",31,68219.0,562057.7636
428,1074 Raritan Rd,Clark Lunch Box,Union,C+,0.0,73712.72352999999,29.0,4.5,18,44512001,1,0.0,240500,"1 - 1,499",23,68219.0,562057.7636
429,744 Anderson Ave,Cliffside Park Marketplace Inc,Bergen,C,0.0,108316.9431,157.0,4.4,30,44511003,1,0.0,252500,"1,500 - 2,499",56,85629.45455,942512.0545
430,515 Clifton Ave,Clifton Convenience,Passaic,C+,0.0,119493.9971,4.0,3.0,77,44512001,0,0.0,207667,"1 - 1,499",29,51091.4,506323.1818
431,3800 New Jersey Ave,Commercial Mexicana LLC,Cape May,B,0.0,171046.7346,181.0,4.4,40,44511003,1,0.0,408200,"1,500 - 2,499",7,61476.94545,92193.6
432,1911 Bergenline Ave # 13,Compare Foods,Hudson,B+,0.0,242944.105,124.0,4.0,210,44511003,1,0.0,230400,"1,500 - 2,499",55,65296.05455,685991.5091
433,321 W Branch Ave,Country Farm,Camden,C+,0.0,81897.89896,9.0,3.8,54,44512001,1,0.0,221500,"1 - 1,499",16,54218.50909,505016.4182
434,849 W Bay Ave # 17,Country Farms,Ocean,C+,0.0,80573.46178,15.0,4.7,19,44512001,1,0.0,259000,"1,500 - 2,499",6,52010.14545,600689.8727
435,212 Broad St,Country Farms Food Store,Monmouth,C+,0.0,76248.34021000001,6.0,3.7,31,44512001,1,0.0,229000,"1 - 1,499",11,79548.29091,621279.6364
436,424 Park Ave # 1,D D Grocery,Essex,B,0.0,105136.6182,5.0,4.6,72,44511003,1,0.0,242667,"1 - 1,499",18,67268.47273,799220.5636
437,701 Monroe Ave,Daisy's Supermarket,Union,C,0.0,73712.72352999999,14.0,4.4,122,44511003,1,0.0,240500,"1,500 - 2,499",25,68219.0,562057.7636
438,939 Teaneck Rd,Deco Daves Food Market Inc,Bergen,B,0.0,216633.8863,33.0,3.6,33,44511003,1,0.0,252500,"1,500 - 2,499",23,85629.45455,942512.0545
439,420 Washington St,Delite Supermarket,Hudson,B+,0.0,194355.28399999999,37.0,4.7,65,44531004,1,0.0,333250,"1 - 1,499",54,65296.05455,685991.5091
440,502 E Gibbsboro Rd,Deterdings Family Market,Camden,C+,0.0,81897.89896,518.0,3.9,54,44511003,1,0.0,221500,"1,500 - 2,499",16,54218.50909,505016.4182
441,2720 John F Kennedy Blvd,Divya Convenience Inc,Hudson,C+,0.0,97177.64201,1.0,5.0,200,44512001,1,0.0,230500,"1,500 - 2,499",39,65296.05455,685991.5091
442,199 Washington St,Duran Food Store,Middlesex,C+,0.0,81947.3414,17.0,4.6,98,44511003,1,0.0,229000,"1,500 - 2,499",12,61266.49091,835785.1818
443,1100 Broadway,Duran Grocery,Camden,B,0.0,163795.7979,128.0,4.2,45,44511003,1,0.0,221500,"1 - 1,499",31,54218.50909,505016.4182
444,265 Cedar Ln # 1-2,Durso Associates,Bergen,B,0.0,216633.8863,1.0,5.0,33,44511003,0,0.0,252500,"2,500 - 4,999",23,85629.45455,942512.0545
445,1015 N Wood Ave,E Z Check Food Store,Union,C+,0.0,73712.72352999999,6.0,3.3,94,44512001,1,0.0,240500,"1 - 1,499",28,68219.0,562057.7636
446,2640 Sicklerville Rd,E-Z Food Stop Inc,Camden,C+,0.0,81897.89896,4.0,4.5,32,44512001,1,0.0,221500,"1 - 1,499",11,54218.50909,505016.4182
447,67 Belleville Ave,East West Food Mart LLC,Essex,C+,0.0,105136.6182,209.0,3.9,78,44511003,1,0.0,242667,"1 - 1,499",25,67268.47273,799220.5636
448,135 33rd St,Eco Food Store I,Hudson,C+,0.0,97177.64201,1922.0,4.2,210,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
449,348 Clinton Ave,Eddy's Supermarket,Essex,B,0.0,140182.1575,77.0,4.2,95,44511003,1,0.0,242750,"1,500 - 2,499",20,67268.47273,799220.5636
450,2798 Benson St,Eight Five Six Market LLC,Camden,B,0.0,163795.7979,40.0,4.1,69,44511003,1,0.0,221500,"1,500 - 2,499",29,54218.50909,505016.4182
451,269 Monroe St,El Ideal Supermarket,Passaic,C+,0.0,79662.6647,15.0,4.7,250,44511003,1,0.0,208000,"1,500 - 2,499",29,51091.4,506323.1818
452,247 2nd St,El Mercado,Ocean,C+,0.0,80573.46178,13.0,3.9,84,44511003,1,0.0,259000,"1,500 - 2,499",10,52010.14545,600689.8727
453,111 Watchung Ave,El Padrino Grocery,Union,C+,0.0,73712.72352999999,9.0,4.1,92,44511003,1,0.0,240500,"1,500 - 2,499",17,68219.0,562057.7636
454,151 Kansas St,El Pautenito's & Deli,Bergen,C,0.0,108316.9431,53.0,4.2,79,44511003,1,0.0,252500,"1,500 - 2,499",23,85629.45455,942512.0545
455,34 W Prospect St,El Rodeo,Bergen,C+,0.0,108316.9431,13.0,4.7,11,44511003,1,0.0,252500,"1,500 - 2,499",16,85629.45455,942512.0545
456,18 N Broad St,El Tiburon Supermarket,Mercer,C+,0.0,112471.5628,5.0,3.2,18,44511003,1,0.0,234667,"1,500 - 2,499",6,69383.27273,370297.8364
457,1079 S Broad St,El Toro Supermarket,Mercer,C+,0.0,112471.5628,24.0,4.2,78,44511003,1,0.0,234667,"1,500 - 2,499",8,69383.27273,370297.8364
458,1500 Park Blvd,Ernie's Market,Camden,C+,0.0,81897.89896,55.0,4.1,45,44511003,1,0.0,221500,"1,500 - 2,499",31,54218.50909,505016.4182
459,724 Jefferson Ave,Europa Pombalense Supermarket,Union,B+,0.0,221138.1706,93.0,4.5,122,44511003,1,0.0,240167,"1,500 - 2,499",25,68219.0,562057.7636
460,144 President St,Evelyn Grocery,Passaic,C+,0.0,39831.33235,1.0,5.0,250,44511003,1,0.0,208000,"1 - 1,499",29,51091.4,506323.1818
461,945 River Ave,Evergreen Kosher Market,Ocean,C,0.0,80573.46178,691.0,4.6,84,44511003,1,0.0,259000,"2,500 - 4,999",10,52010.14545,600689.8727
462,1850 Delsea Dr,Express Food Market,Gloucester,B,0.0,124525.9636,8.0,4.3,36,44512001,1,0.0,158667,"1 - 1,499",9,54928.127270000005,292277.1455
463,206 W Broad St,Fair Deal Market,Gloucester,C+,0.0,41508.65453,39.0,3.7,7,44511003,1,0.0,159000,"1 - 1,499",5,54928.127270000005,292277.1455
464,216 Horseneck Rd,Fairfield Food Market,Essex,B,0.0,140182.1575,5.0,3.0,23,44512001,1,0.0,242750,"1 - 1,499",7,67268.47273,799220.5636
465,435 Hollywood Ave # 4,Fairfield Food Mart & Deli,Essex,C+,0.0,70091.07877000001,21.0,3.4,23,44512001,1,0.0,243000,"1,500 - 2,499",7,67268.47273,799220.5636
466,2015 State Route 57,Family Food Market,Warren,C+,0.0,66852.76632000001,9.0,4.2,37,44512001,1,0.0,234500,"1 - 1,499",4,55860.872729999995,105169.1091
467,771 Springfield Ave # A,Farafina International Market,Essex,C+,0.0,105136.6182,33.0,4.5,220,44511003,1,0.0,242667,"1 - 1,499",26,67268.47273,799220.5636
468,233 State Route 18 # 21a,Farm Market,Middlesex,B,0.0,163894.6828,56.0,3.8,54,44511003,1,0.0,229000,"1,500 - 2,499",8,61266.49091,835785.1818
469,222 Park Ave,Fatima's Grocery,Passaic,C+,0.0,79662.6647,8.0,3.8,180,44511003,1,0.0,208000,"1,500 - 2,499",20,51091.4,506323.1818
470,430 Clifton Ave,Feldman's Grocery,Ocean,C+,0.0,80573.46178,13.0,4.9,84,44511003,1,0.0,259000,"1 - 1,499",10,52010.14545,600689.8727
471,409 Straight St,Fernandez Food Market,Passaic,C+,0.0,79662.6647,5.0,4.8,180,44512001,1,0.0,208000,"1,500 - 2,499",20,51091.4,506323.1818
472,1406a Stuyvesant Ave,Finarc Market,Union,C+,0.0,73712.72352999999,5.0,4.6,71,44511003,1,0.0,240500,"1,500 - 2,499",29,68219.0,562057.7636
473,621 Hamilton St,Fine Faire,Somerset,B+,0.0,598134.1197,19.0,4.3,81,44511003,1,0.0,229167,"10,000 - 19,999",10,104293.2182,333893.1455
474,901 N 8th St,FM Supermarket,Camden,C+,0.0,81897.89896,1.0,1.0,42,44511003,1,0.0,221500,"1,500 - 2,499",28,54218.50909,505016.4182
